numer,reitur,tognumer,smareitur,lat1,lon1,lat2,lon2,dypi1,dypi2,grand,vir.uti,togst,togl,ath,sveigur,index,leid2016
416,625,16,2,661535,250800,661911,250693,126,148,35,160,15,4,,,62516,A3
417,625,17,4,660980,251200,661097,252227,126,148,35,150,290,4,,,62517,A3
418,626,1,4,660230,260210,660001,261009,191,213,45,210,225,4,,,62601,A3
419,626,2,4,661107,260575,660880,261398,386,465,45,465,,4,ath,,62602,A3
420,626,11,4,660342,260960,660085,261737,248,245,45,265,231,4,,,62611,A3
421,626,12,4,660550,260830,660840,260140,265,287,45,320,45,4,,,62612,A3
422,662,1,3,663889,125608,664308,125664,228,310,45,350,360,4,,,66201,TB1
423,663,1,4,663686,130611,664077,130498,194,262,45,320,5,4,,,66301,TB1
424,663,2,3,663801,133899,663400,134086,163,180,45,260,190,4,,,66302,TB1
425,663,3,4,663700,132716,663800,131737,198,218,45,270,75,4,,,66303,TB1
426,663,4,4,663300,131846,663543,131050,266,271,45,340,45,4,,,66304,TB1
427,663,11,1,665792,134716,665461,134186,301,294,45,385,150,4,,,66311,TB1
428,663,12,1,665252,133411,664953,132657,223,332,45,430,135,4,,,66312,TB1
429,663,13,2,664497,131520,664534,130488,208,228,45,280,85,4,,,66313,TB1
430,663,14,1,664929,134888,664618,134288,180,247,45,280,160,4,,,66314,TB1
431,664,1,3,663810,144540,663908,143560,193,202,35,250,75,4,,,66401,TB1
432,664,2,3,663288,145000,663296,144002,147,160,35,230,90,4,ath,,66402,TB1
433,664,3,4,663415,141468,663794,141377,151,182,35,240,4,4,,,66403,TB1
434,664,4,2,665008,141581,665393,141297,216,223,45,280,10,4,,,66404,TB1
435,664,11,1,665010,145060,665190,145970,109,131,35,185,300,4,,,66411,TB1
436,664,12,3,664100,145185,664491,144805,136,164,35,240,210,4,,,66412,TB1
437,664,13,1,665494,144846,665488,143870,162,187,45,260,85,4,,,66413,TB1
438,665,1,2,664391,151112,664809,151072,151,156,35,220,360,4,,,66501,TB1
439,665,2,2,665591,151184,665823,150288,132,150,35,220,55,4,,,66502,TB1
440,665,3,3,664388,155011,664400,154015,151,190,35,220,90,4,ath,,66503,TB1
441,665,4,3,664102,153900,663785,153366,208,212,45,250,156,4,,,66504,TB1
442,665,5,1,664799,155531,665207,155331,257,284,45,350,10,4,ath,,66505,TB1
443,665,11,4,663505,150609,663390,151608,150,162,35,220,265,4,,,66511,TB1
444,665,12,4,663518,152701,663826,152100,199,210,35,255,30,4,,,66512,TB1
445,665,13,4,664478,152398,664319,153338,220,243,45,300,260,4,ath,,66513,TB1
446,665,14,4,663025,152414,663206,153303,137,154,35,210,300,4,,,66514,TB1
447,665,15,1,665510,152777,665636,153728,176,182,45,235,290,4,ath,,66515,TB1
448,666,1,1,664537,164730,664971,164585,110,126,35,200,5,4,,,66601,TB1
449,666,2,1,665507,165030,665519,163919,180,190,45,250,90,4,ath,,66602,TB1
450,666,3,4,664509,163012,664517,161977,160,178,35,230,90,4,,,66603,TB1
451,666,4,2,665017,161512,664766,160685,252,273,45,315,130,4,,,66604,TB1
452,666,5,1,670001,165002,670004,163940,256,270,45,300,90,4,,,66605,TB1
453,666,11,3,664422,165013,664012,164749,130,135,35,220,175,4,ath,,66611,TB1
454,666,12,4,664084,160241,664520,160185,180,207,35,240,360,4,,,66612,TB1
455,666,13,3,664001,165693,663695,165044,182,265,35,320,145,4,,,66613,TB1
456,666,14,1,664560,163950,664940,163620,145,186,35,225,20,4,ath,,66614,TB1
457,666,15,4,663942,162558,664005,161461,120,123,35,180,70,4,,,66615,TB1
458,667,1,4,664100,171700,663700,171800,158,229,35,220,360,4,,,66701,TB1
459,667,11,1,665144,180037,665538,180046,364,415,45,450,360,4,ath,,66711,TB1
460,667,12,2,665000,171800,665400,171800,216,243,45,310,360,4,,,66712,TB1
461,667,13,2,664500,172277,664500,171254,260,245,45,300,90,4,,,66713,TB1
462,667,14,2,664500,170300,664819,170936,198,252,45,280,330,4,,,66714,TB1
463,667,35,1,665980,172907,665596,173251,276,293,45,330,200,4,ath,,66735,TB1
464,668,1,2,664900,182900,665000,181900,230,242,45,300,80,4,,,66801,B4
465,668,2,2,665900,182800,665500,182800,180,225,45,250,180,4,,,66802,TB1
466,668,3,4,663800,180000,663900,180900,153,189,45,220,275,4,ath,,66803,B4
467,668,4,4,664200,183100,664500,182400,230,252,45,300,35,4,,,66804,B4
468,668,5,4,663500,182400,663900,182500,180,180,45,220,352,4,,,66805,B4
469,668,11,3,663000,183600,663400,183300,216,216,45,280,17,4,,,66811,B4
470,668,12,4,664200,182100,664500,181500,198,306,45,260,35,4,ath,,66812,B4
471,668,13,1,664659,183408,665065,183358,374,385,45,400,360,4,,,66813,B4
472,668,14,4,663500,180600,663700,181500,81,108,35,130,300,4,,,66814,B4
473,668,15,1,665700,185000,670000,185100,225,252,45,280,0,4,ath,sveig,66815,TB1
474,669,1,1,664400,193100,664700,193800,216,243,45,270,318,4,,,66901,B4
475,669,2,3,663520,193970,663880,193520,225,243,45,270,20,4,,,66902,B4
476,669,3,3,663884,194820,664238,194360,144,160,45,220,30,4,,,66903,B4
477,669,4,4,664100,191300,663700,191700,288,320,45,330,200,4,,,66904,B4
478,669,11,4,663000,192400,663400,192200,306,306,45,350,15,4,ath,,66911,B4
479,669,12,2,664500,192100,664900,192200,297,315,45,350,350,4,,,66912,B4
480,669,13,1,664500,195700,664700,194800,216,266,45,290,65,4,,,66913,B4
481,670,1,4,663400,201300,663645,200564,78,113,35,160,53,4,,,67001,B4
482,670,2,4,663900,200000,664300,200000,124,162,45,200,360,4,,,67002,B4
483,670,3,1,664800,204800,665100,204000,279,297,45,340,46,4,,,67003,B4
484,670,4,1,665900,205268,665900,204255,177,226,45,240,90,4,ath,,67004,B4
485,670,5,2,665585,203056,665800,202200,261,288,45,320,57,4,,,67005,B4
486,670,11,1,665480,205470,665820,210030,135,171,45,200,329,4,,,67011,B4
487,670,12,4,663510,202650,663690,201750,272,282,45,300,55,4,,,67012,B4
488,670,14,4,664000,201800,664200,200900,252,250,45,310,53,4,,,67014,B4
489,670,15,3,663000,204200,663400,204300,207,315,35,350,355,4,ath,,67015,B4
490,671,1,4,664000,212700,664000,211700,90,126,35,150,81,4,,,67101,B4
491,671,2,2,665305,210940,665390,205940,120,140,45,180,80,4,,,67102,B4
492,671,3,2,664420,211280,664780,210820,99,108,35,140,26,4,,,67103,B4
493,671,4,2,664805,212650,664895,211650,81,81,35,120,75,4,,,67104,B4
494,671,5,3,663600,215500,663700,214500,72,108,35,130,75,4,ath,,67105,B4
495,671,11,4,663540,213300,663900,212700,108,117,35,150,30,4,,,67111,B4
496,671,12,1,665500,213900,665600,212900,162,162,45,220,80,4,,,67112,B4
497,671,13,1,664500,214200,664700,215100,117,153,45,210,295,4,ath,,67113,B4
498,671,14,1,665300,215500,665500,214600,171,180,45,220,65,4,,,67114,B4
499,671,15,4,664000,210600,664300,210000,189,225,45,270,46,4,,,67115,B4
500,672,1,2,665300,220700,665600,221300,144,171,45,230,330,4,,,67201,A3
501,672,2,2,665900,221520,665900,222510,195,197,45,250,270,4,,,67202,A3
502,672,3,2,665700,222600,665400,223400,162,189,45,230,220,4,,,67203,A3
503,672,4,1,665682,224940,665425,225720,220,225,45,270,230,4,,,67204,A3
504,672,5,1,665600,224100,665900,223500,180,198,45,245,45,4,,,67205,A3
505,672,6,2,665200,222500,665100,221500,126,126,35,200,100,4,ath,,67206,B4
506,672,11,1,664500,223600,664800,224300,81,108,35,130,313,4,ath,,67211,B4
507,672,12,1,665000,224200,665300,223500,126,144,35,200,43,4,,,67212,B4
508,672,14,4,663500,222300,663900,222400,58,68,35,100,350,4,ath,,67214,B4
509,672,15,4,664400,220800,664000,220600,90,90,35,120,170,4,ath,,67215,B4
510,672,16,1,664485,225710,664860,225340,99,123,35,150,20,4,,,67216,A3
511,672,35,3,663491,225857,663286,225287,63,75,35,100,,3,ath,,67235,A3
512,673,1,1,665720,235930,665994,235191,222,241,45,260,50,4,,,67301,A3
513,673,2,1,665800,233000,665800,234000,207,216,45,245,270,4,,,67302,A3
514,673,3,2,665400,232600,665763,233035,216,225,45,250,330,4,,,67303,A3
515,673,4,2,665406,230950,665595,230050,225,225,45,250,65,4,,,67304,A3
516,673,5,2,665196,230980,665100,231967,216,200,45,225,80,4,,,67305,A3
517,673,6,1,665284,240026,664890,235865,159,185,45,190,175,4,,,67306,A3
518,673,7,2,665100,230300,665500,230000,180,216,45,240,10,4,,,67307,A3
519,673,11,1,665000,234211,665316,234829,176,196,45,210,325,4,,,67311,A3
520,673,12,1,665191,232990,665051,233946,185,196,45,220,260,4,,,67312,A3
521,673,13,4,664500,231200,664400,232200,117,139,35,150,250,4,,,67313,A3
522,673,14,1,665003,235157,665338,235760,168,185,45,180,322,4,,,67314,A3
523,673,15,3,663485,234440,663230,233670,126,157,35,160,130,4,,,67315,A3
524,673,16,3,663460,240110,663158,235429,157,204,35,198,130,4,ath,,67316,A3
525,673,17,1,665517,235791,665762,234980,189,200,45,240,45,4,,,67317,A3
526,673,31,3,664003,235498,664005,234462,96,105,35,115,93,4,ath,,67331,A3
527,673,35,4,663571,233192,663756,232300,81,77,35,90,63,4,ath,,67335,A3
528,674,1,1,664742,244269,665064,243670,246,201,45,275,30,4,ath,,67401,A3
529,674,2,3,664242,244294,663853,244581,152,188,45,220,205,4,,,67402,A3
530,674,3,2,664912,242338,665162,241540,188,204,45,225,80,4,,,67403,A3
531,674,4,2,664900,241431,664571,242005,176,213,45,220,210,4,,,67404,A3
532,674,5,1,664433,243980,664810,243650,154,175,45,195,20,4,,,67405,A3
533,674,11,3,663544,245758,663836,245131,241,270,45,320,35,4,,,67411,A3
534,674,13,3,663509,243040,663585,244005,104,120,35,130,280,4,,,67413,A3
535,674,14,4,663295,243230,663035,242460,102,111,35,120,140,4,,,67414,A3
536,674,15,1,665155,243680,665355,242770,210,270,45,250,55,4,,,67415,A3
537,674,16,4,664067,242150,663990,241120,161,263,45,220,100,4,,,67416,A3
538,675,1,4,663301,251432,663540,250640,426,383,45,420,50,4,,,67501,A3
539,675,2,4,662989,250971,663271,250256,192,220,45,230,47,4,,,67502,A3
540,714,1,3,670180,142699,670389,143666,225,237,45,310,295,4,,,71401,TB1
541,714,11,3,670508,145721,670172,145172,207,230,45,310,145,4,,,71411,TB1
542,715,1,3,670804,154491,670810,153517,189,234,45,260,90,4,,,71501,TB1
543,715,2,4,670000,151209,670416,151229,162,176,35,275,360,4,,,71502,TB1
544,715,11,3,665974,154490,670391,154503,158,162,35,230,360,4,,,71511,TB1
545,715,35,3,671224,153380,671215,154415,258,263,45,310,270,4,ath,,71535,TB1
546,716,11,3,670600,165440,670600,164410,350,370,45,450,90,4,ath,,71611,TB1
547,717,1,4,670000,172600,670400,172300,234,261,45,300,15,4,,,71701,TB1
548,717,35,4,670753,172092,670720,173108,275,302,45,340,270,4,ath,,71735,TB1
549,718,1,4,670410,183020,670040,183240,163,123,45,200,210,4,ath,sveig,71801,TB1
550,718,2,3,670000,184800,670400,184670,162,207,45,230,15,4,ath,,71802,TB1
551,718,11,2,671100,182900,671400,182200,416,531,45,510,40,4,ath,,71811,TB1
552,718,12,4,670400,182200,670000,182100,162,207,45,250,360,4,ath,,71812,TB1
553,719,1,1,671920,194370,671580,194930,288,342,45,360,215,4,,,71901,B4
554,719,2,3,670900,194900,670600,195600,279,297,45,340,220,4,,,71902,B4
555,719,11,4,671000,192400,670700,193200,369,468,45,500,215,4,ath,,71911,B4
556,720,1,1,671426,204020,671770,204570,260,295,45,330,330,4,ath,,72001,B4
557,720,2,3,671000,204600,670700,205400,216,239,45,260,234,4,ath,,72002,B4
558,720,3,3,670580,204060,670320,204850,189,205,45,240,232,4,ath,,72003,B4
559,720,11,1,672000,203300,671800,204300,329,351,45,400,235,4,ath,,72011,B4
560,720,12,4,670500,200900,670200,201700,270,279,45,325,220,4,,,72012,B4
561,720,13,4,670900,202800,671000,201800,234,252,45,280,70,4,,,72013,B4
562,720,14,3,670200,203400,670500,202700,230,252,45,280,50,4,,,72014,B4
563,721,1,3,670470,212770,670210,213570,207,216,45,240,233,4,,,72101,B4
564,721,11,4,670200,211300,670600,211000,171,202,45,220,15,4,,,72111,B4
565,721,12,3,670600,214300,671000,213900,207,216,45,250,30,4,,,72112,B4
566,722,1,3,670000,225920,670000,224900,234,252,45,300,90,4,,,72201,A3
567,722,2,3,670600,230000,670200,230000,243,252,45,270,180,4,,,72202,A3
568,722,3,3,670300,225000,670700,225000,243,261,45,270,360,4,,,72203,A3
569,722,4,4,670600,220200,671000,220200,216,247,45,265,360,4,,,72204,A3
570,722,5,4,670600,222000,670800,221100,234,234,45,265,60,4,,,72205,A3
571,722,12,3,670000,223800,670100,222800,180,198,45,250,80,4,,,72212,A3
572,722,13,4,670400,222800,670028,222428,198,216,45,240,135,4,,,72213,A3
573,722,14,2,671500,220600,671500,221600,342,378,45,410,270,4,,,72214,A3
574,722,16,3,671100,224700,671200,225700,252,275,45,280,287,4,,,72216,A3
575,723,1,4,670600,231400,670400,232300,252,261,45,280,240,4,,,72301,A3
576,723,2,4,670083,232674,670416,233228,234,243,45,255,330,4,,,72302,A3
577,723,3,3,670000,234020,670000,233000,216,234,45,260,90,4,,,72303,A3
578,723,4,3,670355,234231,665982,234631,217,232,45,260,23,4,,,72304,A3
579,723,11,3,670024,235822,670308,235100,250,265,45,280,35,4,,,72311,A3
580,723,12,4,670000,231390,670000,230370,252,257,45,290,90,4,,,72312,A3
581,723,13,3,670600,233200,670900,233900,243,252,45,270,300,4,,,72313,A3
